window_start,device,pkt_count,total_bytes,outgoing_pkts,incoming_pkts,outgoing_bytes,incoming_bytes,avg_pkt_size,max_pkt_size,min_pkt_size,label
79375.0,PhilipsHUEHub,61,6632,61,0,6632,0,108.72131147540983,309,52,PhilipsHUEHub
79375.0,PiperNV,3,350,2,1,203,147,116.66666666666667,151,52,PiperNV
79375.0,SamsungSmartTV,11,1672,11,0,1672,0,152.0,226,63,SamsungSmartTV
79375.0,SamsungSmartThingsHub,61,3402,61,0,3402,0,55.77049180327869,159,52,SamsungSmartThingsHub
79375.0,WithingsHome,3,444,2,1,263,181,148.0,211,52,WithingsHome
79380.0,AmazonEchoGen1,2,364,2,0,364,0,182.0,187,177,AmazonEchoGen1
79380.0,AugustDoorbellCam,3,234,2,1,150,84,78.0,84,66,AugustDoorbellCam
79380.0,Canary,2,189,1,1,137,52,94.5,137,52,Canary
79380.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
79380.0,D-LinkDCS-5009LCamera,4,1229,4,0,1229,0,307.25,331,287,D-LinkDCS-5009LCamera
79380.0,Gateway,2,535,2,0,535,0,267.5,350,185,Gateway
79380.0,GoogleHome,29,3663,15,14,1940,1723,126.3103448275862,569,52,GoogleHome
79380.0,GoogleHomeMini,2,244,2,0,244,0,122.0,122,122,GoogleHomeMini
79380.0,KoogeekLightbulb,4,1672,4,0,1672,0,418.0,418,418,KoogeekLightbulb
79380.0,LogitechHarmonyHub,1,360,1,0,360,0,360.0,360,360,LogitechHarmonyHub
79380.0,LogitechLogiCircle,173,125341,99,74,121493,3848,724.514450867052,1500,52,LogitechLogiCircle
79380.0,MiCasaVerdeVeraLite,12,4442,12,0,4442,0,370.1666666666667,437,52,MiCasaVerdeVeraLite
79380.0,NestCamera,307,157506,174,133,150590,6916,513.0488599348535,1460,52,NestCamera
79380.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
79380.0,PhilipsHUEHub,121,17659,111,10,16358,1301,145.94214876033058,1173,40,PhilipsHUEHub
79380.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
79380.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
79380.0,SamsungSmartTV,8,1156,8,0,1156,0,144.5,226,63,SamsungSmartTV
79380.0,SamsungSmartThingsHub,90,5229,90,0,5229,0,58.1,159,52,SamsungSmartThingsHub
79380.0,Sonos,47,23436,35,12,22644,792,498.63829787234044,1500,52,Sonos
79380.0,TP-LinkSmartWiFiLEDBulb,3,238,2,1,142,96,79.33333333333333,102,40,TP-LinkSmartWiFiLEDBulb
79380.0,Wink2Hub,4,1235,4,0,1235,0,308.75,331,291,Wink2Hub
79380.0,iPad,2,350,2,0,350,0,175.0,175,175,iPad
79380.0,iPhone,7,453,2,5,116,337,64.71428571428571,98,52,iPhone
79380.0,nVidiaShield,35,10284,18,17,3906,6378,293.8285714285714,1470,52,nVidiaShield
79385.0,ChineseWebcam,2,101,1,1,53,48,50.5,53,48,ChineseWebcam
79385.0,Gateway,2,244,2,0,244,0,122.0,160,84,Gateway
79385.0,GoogleHome,6,394,3,3,189,205,65.66666666666667,77,52,GoogleHome
79385.0,GoogleHomeMini,2,104,1,1,52,52,52.0,52,52,GoogleHomeMini
79385.0,HarmonKardonInvoke,7,1737,4,3,1533,204,248.14285714285714,1289,52,HarmonKardonInvoke
79385.0,LogitechHarmonyHub,1,84,1,0,84,0,84.0,84,84,LogitechHarmonyHub
79385.0,LogitechLogiCircle,220,171600,131,89,166972,4628,780.0,1500,52,LogitechLogiCircle
79385.0,MiCasaVerdeVeraLite,1,52,1,0,52,0,52.0,52,52,MiCasaVerdeVeraLite
79385.0,NestCamera,266,115070,146,120,108818,6252,432.593984962406,1460,52,NestCamera
79385.0,PhilipsHUEHub,86,14524,84,2,14404,120,168.88372093023256,332,40,PhilipsHUEHub
79385.0,RokuTV,26,9071,15,11,2295,6776,348.88461538461536,1470,40,RokuTV
79385.0,SamsungSmartTV,10,2289,10,0,2289,0,228.9,407,63,SamsungSmartTV
79385.0,SamsungSmartThingsHub,64,4192,64,0,4192,0,65.5,159,52,SamsungSmartThingsHub
79385.0,SecurifiAlmond,4,328,2,2,224,104,82.0,127,52,SecurifiAlmond
79385.0,Sonos,2,1175,2,0,1175,0,587.5,665,510,Sonos
79385.0,nVidiaShield,2,594,2,0,594,0,297.0,297,297,nVidiaShield
79390.0,AugustDoorbellCam,13,4831,8,5,969,3862,371.61538461538464,1500,52,AugustDoorbellCam
79390.0,BelkinWeMoMotionSensor,2,152,1,1,76,76,76.0,76,76,BelkinWeMoMotionSensor
79390.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
79390.0,Gateway,4,900,4,0,900,0,225.0,350,130,Gateway
79390.0,HarmonKardonInvoke,6,2487,3,3,1393,1094,414.5,1289,52,HarmonKardonInvoke
79390.0,LIFXVirtualBulb,1,141,0,1,0,141,141.0,141,141,LIFXVirtualBulb
79390.0,LogitechLogiCircle,172,124877,99,73,121081,3796,726.0290697674419,1500,52,LogitechLogiCircle
79390.0,MiCasaVerdeVeraLite,1,52,1,0,52,0,52.0,52,52,MiCasaVerdeVeraLite
79390.0,NestCamera,283,138440,159,124,131992,6448,489.18727915194347,1460,52,NestCamera
79390.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
79390.0,PhilipsHUEHub,106,14811,105,1,14771,40,139.72641509433961,332,40,PhilipsHUEHub
79390.0,RingDoorbell,20,1153,10,10,602,551,57.65,187,40,RingDoorbell
79390.0,RokuTV,78,73600,26,52,2186,71414,943.5897435897435,1470,52,RokuTV
79390.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
79390.0,SamsungSmartTV,9,1220,9,0,1220,0,135.55555555555554,226,63,SamsungSmartTV
79390.0,SamsungSmartThingsHub,94,5945,93,1,5539,406,63.244680851063826,406,52,SamsungSmartThingsHub
79395.0,AmazonFireTV,1,40,0,1,0,40,40.0,40,40,AmazonFireTV
79395.0,AugustDoorbellCam,13,5497,8,5,4983,514,422.84615384615387,1500,52,AugustDoorbellCam
79395.0,BelkinWeMoMotionSensor,1,427,1,0,427,0,427.0,427,427,BelkinWeMoMotionSensor
79395.0,CasetaWirelessHub,2,152,1,1,76,76,76.0,76,76,CasetaWirelessHub
79395.0,Gateway,1,201,1,0,201,0,201.0,201,201,Gateway
79395.0,GoogleHome,6,312,3,3,156,156,52.0,52,52,GoogleHome
79395.0,GoogleHomeMini,2,104,1,1,52,52,52.0,52,52,GoogleHomeMini
79395.0,LogitechLogiCircle,182,123616,106,76,119664,3952,679.2087912087912,1500,52,LogitechLogiCircle
79395.0,MiCasaVerdeVeraLite,1,52,1,0,52,0,52.0,52,52,MiCasaVerdeVeraLite
79395.0,NestCamera,267,116432,147,120,110118,6314,436.0749063670412,1460,52,NestCamera
79395.0,PhilipsHUEHub,84,14584,84,0,14584,0,173.61904761904762,345,52,PhilipsHUEHub
79395.0,SamsungSmartTV,11,1672,11,0,1672,0,152.0,226,63,SamsungSmartTV
79395.0,SamsungSmartThingsHub,64,3916,64,0,3916,0,61.1875,159,52,SamsungSmartThingsHub
79395.0,Wink2Hub,3,342,1,2,137,205,114.0,153,52,Wink2Hub
79395.0,nVidiaShield,2,172,2,0,172,0,86.0,86,86,nVidiaShield
79400.0,Canary,7,759,4,3,389,370,108.42857142857143,235,52,Canary
79400.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
79400.0,Gateway,2,411,2,0,411,0,205.5,257,154,Gateway
79400.0,GoogleHome,4,208,2,2,104,104,52.0,52,52,GoogleHome
79400.0,HarmonKardonInvoke,3,1862,2,1,1341,521,620.6666666666666,1289,52,HarmonKardonInvoke
79400.0,LIFXVirtualBulb,4,1044,4,0,1044,0,261.0,261,261,LIFXVirtualBulb
79400.0,LogitechLogiCircle,184,122526,108,76,118574,3952,665.9021739130435,1500,52,LogitechLogiCircle
79400.0,MiCasaVerdeVeraLite,1,52,1,0,52,0,52.0,52,52,MiCasaVerdeVeraLite
79400.0,NestCamera,293,160802,169,124,154354,6448,548.8122866894198,1460,52,NestCamera
79400.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
79400.0,PhilipsHUEHub,93,10004,91,2,9918,86,107.56989247311827,318,40,PhilipsHUEHub
79400.0,PiperNV,3,222,1,2,87,135,74.0,87,52,PiperNV
79400.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
79400.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
79400.0,SamsungSmartTV,6,1030,6,0,1030,0,171.66666666666666,226,63,SamsungSmartTV
79400.0,SamsungSmartThingsHub,119,9948,106,13,7312,2636,83.59663865546219,1500,40,SamsungSmartThingsHub
79400.0,iPhone,3,1506,2,1,969,537,502.0,917,52,iPhone
79405.0,AmazonEchoGen1,8,758,5,3,561,197,94.75,187,40,AmazonEchoGen1
79405.0,AugustDoorbellCam,3,302,2,1,192,110,100.66666666666667,140,52,AugustDoorbellCam
79405.0,Canary,2,189,1,1,52,137,94.5,137,52,Canary
79405.0,D-LinkDCS-5009LCamera,4,1229,4,0,1229,0,307.25,331,287,D-LinkDCS-5009LCamera
79405.0,GoogleHome,6,1522,6,0,1522,0,253.66666666666666,401,122,GoogleHome
79405.0,GoogleHomeMini,12,1750,10,2,1646,104,145.83333333333334,397,52,GoogleHomeMini
79405.0,GoogleOnHub,5,369,2,3,180,189,73.8,95,52,GoogleOnHub
79405.0,HarmonKardonInvoke,6,2294,4,2,1551,743,382.3333333333333,1305,52,HarmonKardonInvoke
79405.0,LIFXVirtualBulb,4,1044,4,0,1044,0,261.0,261,261,LIFXVirtualBulb
79405.0,LogitechLogiCircle,228,171236,138,90,166556,4680,751.0350877192982,1500,52,LogitechLogiCircle
79405.0,MiCasaVerdeVeraLite,6,1989,6,0,1989,0,331.5,437,52,MiCasaVerdeVeraLite
79405.0,NestCamera,263,118350,140,123,111942,6408,450.0,1460,52,NestCamera
79405.0,PhilipsHUEHub,63,7585,63,0,7585,0,120.39682539682539,332,52,PhilipsHUEHub
79405.0,PiperNV,3,350,2,1,203,147,116.66666666666667,151,52,PiperNV
79405.0,SamsungSmartTV,10,1608,10,0,1608,0,160.8,226,63,SamsungSmartTV
79405.0,SamsungSmartThingsHub,59,3298,59,0,3298,0,55.898305084745765,159,52,SamsungSmartThingsHub
79405.0,Sonos,22,11017,22,0,11017,0,500.77272727272725,528,448,Sonos
79405.0,Wink2Hub,4,1235,4,0,1235,0,308.75,331,291,Wink2Hub
79405.0,WithingsHome,3,444,2,1,263,181,148.0,211,52,WithingsHome
79405.0,nVidiaShield,2,1144,2,0,1144,0,572.0,572,572,nVidiaShield
79410.0,AmazonFireTV,4,466,4,0,466,0,116.5,177,52,AmazonFireTV
79410.0,AugustDoorbellCam,2,168,1,1,84,84,84.0,84,84,AugustDoorbellCam
79410.0,BelkinWeMoCrockpot,9,1571,6,3,1487,84,174.55555555555554,441,28,BelkinWeMoCrockpot
79410.0,BelkinWeMoLink,9,1557,6,3,1473,84,173.0,439,28,BelkinWeMoLink
79410.0,Canary,2,189,1,1,137,52,94.5,137,52,Canary
79410.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
79410.0,D-LinkDCS-5009LCamera,19,3763,16,3,3679,84,198.05263157894737,331,28,D-LinkDCS-5009LCamera
79410.0,Gateway,7,2849,7,0,2849,0,407.0,500,161,Gateway
79410.0,GoogleHome,6,367,2,4,104,263,61.166666666666664,107,52,GoogleHome
79410.0,GoogleHomeMini,27,7080,15,12,5990,1090,262.22222222222223,1420,52,GoogleHomeMini
79410.0,GoogleOnHub,9,914,5,4,498,416,101.55555555555556,290,52,GoogleOnHub
79410.0,LIFXVirtualBulb,4,1044,4,0,1044,0,261.0,261,261,LIFXVirtualBulb
79410.0,LogitechHarmonyHub,3,444,2,1,416,28,148.0,360,28,LogitechHarmonyHub
79410.0,LogitechLogiCircle,182,124302,109,73,120506,3796,682.978021978022,1500,52,LogitechLogiCircle
79410.0,MiCasaVerdeVeraLite,7,2505,7,0,2505,0,357.85714285714283,425,52,MiCasaVerdeVeraLite
79410.0,NestCamera,281,140006,158,123,133610,6396,498.2419928825623,1460,52,NestCamera
79410.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
79410.0,PhilipsHUEHub,130,18435,118,12,17410,1025,141.80769230769232,1173,28,PhilipsHUEHub
79410.0,RingDoorbell,22,1245,11,11,650,595,56.59090909090909,187,40,RingDoorbell
79410.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
79410.0,SamsungSmartTV,63,10392,44,19,9860,532,164.95238095238096,418,28,SamsungSmartTV
79410.0,SamsungSmartThingsHub,93,5718,91,2,5614,104,61.483870967741936,325,52,SamsungSmartThingsHub
79410.0,Sonos,75,24388,41,34,22980,1408,325.17333333333335,1500,28,Sonos
79410.0,Wink2Hub,18,2117,11,7,1740,377,117.61111111111111,331,28,Wink2Hub
79415.0,AmazonFireTV,16,2218,12,4,2106,112,138.625,347,28,AmazonFireTV
79415.0,BelkinWeMoCrockpot,1,104,1,0,104,0,104.0,104,104,BelkinWeMoCrockpot
79415.0,ChineseWebcam,2,101,1,1,53,48,50.5,53,48,ChineseWebcam
79415.0,D-LinkDCS-5009LCamera,2,120,2,0,120,0,60.0,60,60,D-LinkDCS-5009LCamera
79415.0,Gateway,4,473,4,0,473,0,118.25,201,84,Gateway
79415.0,GoogleHome,24,1845,13,11,979,866,76.875,147,52,GoogleHome
79415.0,GoogleOnHub,75,70877,24,51,26425,44452,945.0266666666666,1470,40,GoogleOnHub
79415.0,HarmonKardonInvoke,4,956,4,0,956,0,239.0,239,239,HarmonKardonInvoke
79415.0,LIFXVirtualBulb,5,418,3,2,237,181,83.6,157,40,LIFXVirtualBulb
79415.0,LogitechHarmonyHub,1,84,1,0,84,0,84.0,84,84,LogitechHarmonyHub
79415.0,LogitechLogiCircle,210,153470,129,81,149258,4212,730.8095238095239,1500,52,LogitechLogiCircle
79415.0,MiCasaVerdeVeraLite,29,5086,18,11,4778,308,175.3793103448276,437,28,MiCasaVerdeVeraLite
79415.0,NestCamera,386,250444,223,163,241944,8500,648.8186528497409,1460,52,NestCamera
79415.0,PhilipsHUEHub,74,8065,69,5,7861,204,108.98648648648648,332,28,PhilipsHUEHub
79415.0,Roku4,6,950,3,3,866,84,158.33333333333334,341,28,Roku4
79415.0,RokuTV,6,950,3,3,866,84,158.33333333333334,341,28,RokuTV
79415.0,SamsungSmartTV,13,2342,13,0,2342,0,180.15384615384616,248,52,SamsungSmartTV
79415.0,SamsungSmartThingsHub,61,3402,61,0,3402,0,55.77049180327869,159,52,SamsungSmartThingsHub
79415.0,SecurifiAlmond,2,168,1,1,84,84,84.0,84,84,SecurifiAlmond
79420.0,AmazonFireTV,2,229,2,0,229,0,114.5,177,52,AmazonFireTV
79420.0,BelkinWeMoCrockpot,2,208,2,0,208,0,104.0,104,104,BelkinWeMoCrockpot
79420.0,BelkinWeMoLink,2,168,2,0,168,0,84.0,84,84,BelkinWeMoLink
79420.0,BelkinWeMoMotionSensor,2,168,2,0,168,0,84.0,84,84,BelkinWeMoMotionSensor
79420.0,D-LinkDCS-5009LCamera,2,120,2,0,120,0,60.0,60,60,D-LinkDCS-5009LCamera
79420.0,Gateway,7,628,7,0,628,0,89.71428571428571,104,84,Gateway
79420.0,GoogleHome,56,15931,34,22,9239,6692,284.48214285714283,1470,52,GoogleHome
79420.0,GoogleHomeMini,6,1374,5,1,1322,52,229.0,397,52,GoogleHomeMini
79420.0,GoogleOnHub,6,426,6,0,426,0,71.0,71,71,GoogleOnHub
79420.0,LogitechLogiCircle,187,131199,110,77,127195,4004,701.5989304812834,1500,52,LogitechLogiCircle
79420.0,MiCasaVerdeVeraLite,1,52,1,0,52,0,52.0,52,52,MiCasaVerdeVeraLite
79420.0,NestCamera,371,245922,217,154,237878,8044,662.8625336927224,1460,52,NestCamera
79420.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
79420.0,PhilipsHUEHub,89,9818,89,0,9818,0,110.31460674157303,269,52,PhilipsHUEHub
79420.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
79420.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
79420.0,SamsungSmartTV,10,1456,10,0,1456,0,145.6,248,52,SamsungSmartTV
79420.0,SamsungSmartThingsHub,89,4973,89,0,4973,0,55.87640449438202,159,52,SamsungSmartThingsHub
79420.0,nVidiaShield,4,1738,4,0,1738,0,434.5,572,297,nVidiaShield
79425.0,AmazonFireTV,2,117,1,1,40,77,58.5,77,40,AmazonFireTV
79425.0,BelkinWeMoLink,1,84,1,0,84,0,84.0,84,84,BelkinWeMoLink
79425.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
79425.0,Gateway,3,482,3,0,482,0,160.66666666666666,314,84,Gateway
79425.0,GoogleHome,6,312,3,3,156,156,52.0,52,52,GoogleHome
79425.0,GoogleHomeMini,35,2548,18,17,1239,1309,72.8,135,52,GoogleHomeMini
79425.0,HarmonKardonInvoke,3,1862,2,1,1341,521,620.6666666666666,1289,52,HarmonKardonInvoke
79425.0,LogitechHarmonyHub,13,939,7,6,441,498,72.23076923076923,294,40,LogitechHarmonyHub
79425.0,LogitechLogiCircle,244,192965,152,92,188181,4784,790.8401639344262,1500,52,LogitechLogiCircle
79425.0,MiCasaVerdeVeraLite,4,276,3,1,184,92,69.0,92,40,MiCasaVerdeVeraLite
79425.0,NestCamera,396,277588,237,159,269308,8280,700.979797979798,1460,52,NestCamera
79425.0,PhilipsHUEHub,61,6632,61,0,6632,0,108.72131147540983,269,52,PhilipsHUEHub
79425.0,RokuTV,55,43146,24,31,2184,40962,784.4727272727273,1470,52,RokuTV
79425.0,SamsungSmartTV,10,1608,10,0,1608,0,160.8,226,63,SamsungSmartTV
79425.0,SamsungSmartThingsHub,60,3350,60,0,3350,0,55.833333333333336,159,52,SamsungSmartThingsHub
79425.0,Wink2Hub,4,394,2,2,189,205,98.5,153,52,Wink2Hub
79430.0,AmazonEchoGen1,3,155,1,2,52,103,51.666666666666664,63,40,AmazonEchoGen1
79430.0,AmazonFireTV,3,294,2,1,217,77,98.0,177,40,AmazonFireTV
79430.0,Canary,868,804176,575,293,775747,28429,926.4700460829494,1500,40,Canary
79430.0,Gateway,13,2007,9,4,1744,263,154.3846153846154,339,59,Gateway
79430.0,GoogleHome,6,1382,5,1,1330,52,230.33333333333334,401,52,GoogleHome
79430.0,GoogleHomeMini,19,2430,14,5,1966,464,127.89473684210526,397,52,GoogleHomeMini
79430.0,GoogleOnHub,2,104,1,1,52,52,52.0,52,52,GoogleOnHub
79430.0,HarmonKardonInvoke,3,1878,2,1,1357,521,626.0,1305,52,HarmonKardonInvoke
79430.0,LIFXVirtualBulb,3,221,2,1,181,40,73.66666666666667,141,40,LIFXVirtualBulb
79430.0,LogitechLogiCircle,208,159903,129,79,155795,4108,768.7644230769231,1500,52,LogitechLogiCircle
79430.0,MiCasaVerdeVeraLite,1,52,1,0,52,0,52.0,52,52,MiCasaVerdeVeraLite
79430.0,NestCamera,392,290910,241,151,282984,7926,742.1173469387755,1460,52,NestCamera
79430.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
79430.0,PhilipsHUEHub,91,9922,91,0,9922,0,109.03296703296704,269,52,PhilipsHUEHub
79430.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
79430.0,SamsungSmartTV,38,11646,25,13,5461,6185,306.4736842105263,1500,40,SamsungSmartTV
79430.0,SamsungSmartThingsHub,90,5025,90,0,5025,0,55.833333333333336,159,52,SamsungSmartThingsHub
79430.0,iPhone,2,104,0,2,0,104,52.0,52,52,iPhone
79430.0,nVidiaShield,2,1144,2,0,1144,0,572.0,572,572,nVidiaShield
79435.0,AmazonEchoGen1,6,606,4,2,485,121,101.0,187,40,AmazonEchoGen1
79435.0,AmazonFireTV,1,52,1,0,52,0,52.0,52,52,AmazonFireTV
79435.0,AugustDoorbellCam,4,354,2,2,192,162,88.5,140,52,AugustDoorbellCam
79435.0,Canary,4,476,2,2,104,372,119.0,235,52,Canary
79435.0,CasetaWirelessHub,3,218,2,1,135,83,72.66666666666667,83,52,CasetaWirelessHub
79435.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
79435.0,D-LinkDCS-5009LCamera,2,120,2,0,120,0,60.0,60,60,D-LinkDCS-5009LCamera
79435.0,Gateway,3,585,3,0,585,0,195.0,223,161,Gateway
79435.0,GoogleOnHub,5,369,2,3,180,189,73.8,95,52,GoogleOnHub
79435.0,LogitechLogiCircle,166,123278,101,65,119898,3380,742.6385542168674,1500,52,LogitechLogiCircle
79435.0,MiCasaVerdeVeraLite,1,52,1,0,52,0,52.0,52,52,MiCasaVerdeVeraLite
79435.0,NestCamera,200,120908,116,84,116540,4368,604.54,1460,52,NestCamera
79435.0,PhilipsHUEHub,56,6372,56,0,6372,0,113.78571428571429,318,52,PhilipsHUEHub
79435.0,PiperNV,3,350,2,1,203,147,116.66666666666667,151,52,PiperNV
79435.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
79435.0,SamsungSmartTV,13,1788,13,0,1788,0,137.53846153846155,226,52,SamsungSmartTV
79435.0,SamsungSmartThingsHub,60,3454,58,2,3295,159,57.56666666666667,159,52,SamsungSmartThingsHub
79435.0,WithingsHome,3,444,2,1,263,181,148.0,211,52,WithingsHome
79435.0,iPad,153,73948,75,78,5684,68264,483.32026143790847,1470,40,iPad
79435.0,iPhone,11,632,5,6,320,312,57.45454545454545,64,52,iPhone
79440.0,AugustDoorbellCam,2,168,1,1,84,84,84.0,84,84,AugustDoorbellCam
79440.0,BelkinWeMoCrockpot,3,384,2,1,252,132,128.0,200,52,BelkinWeMoCrockpot
79440.0,Canary,2,189,1,1,137,52,94.5,137,52,Canary
79440.0,D-LinkDCS-5009LCamera,5,1289,5,0,1289,0,257.8,331,60,D-LinkDCS-5009LCamera
79440.0,Gateway,1,145,1,0,145,0,145.0,145,145,Gateway
79440.0,GoogleHome,2,104,1,1,52,52,52.0,52,52,GoogleHome
79440.0,GoogleHomeMini,4,348,3,1,296,52,87.0,122,52,GoogleHomeMini
79440.0,HarmonKardonInvoke,5,396,3,2,244,152,79.2,105,52,HarmonKardonInvoke
79440.0,LogitechLogiCircle,175,123224,105,70,119584,3640,704.1371428571429,1500,52,LogitechLogiCircle
79440.0,MiCasaVerdeVeraLite,12,4442,12,0,4442,0,370.1666666666667,437,52,MiCasaVerdeVeraLite
79440.0,NestCamera,219,116156,125,94,111268,4888,530.3926940639269,1460,52,NestCamera
79440.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
79440.0,PhilipsHUEHub,87,11364,87,0,11364,0,130.6206896551724,645,52,PhilipsHUEHub
79440.0,PiperNV,27,7171,15,12,1637,5534,265.5925925925926,1500,40,PiperNV
79440.0,RingDoorbell,20,1006,13,7,722,284,50.3,127,40,RingDoorbell
79440.0,SamsungSmartTV,16,2460,16,0,2460,0,153.75,272,52,SamsungSmartTV
79440.0,SamsungSmartThingsHub,81,4557,81,0,4557,0,56.25925925925926,159,52,SamsungSmartThingsHub
79440.0,Sonos,22,11017,22,0,11017,0,500.77272727272725,528,448,Sonos
79440.0,Wink2Hub,4,1235,4,0,1235,0,308.75,331,291,Wink2Hub
79440.0,iPad,4,330,2,2,173,157,82.5,121,52,iPad
79445.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
79445.0,ChineseWebcam,2,101,1,1,53,48,50.5,53,48,ChineseWebcam
79445.0,D-LinkDCS-5009LCamera,1,60,1,0,60,0,60.0,60,60,D-LinkDCS-5009LCamera
79445.0,Gateway,1,84,1,0,84,0,84.0,84,84,Gateway
79445.0,LogitechHarmonyHub,1,84,1,0,84,0,84.0,84,84,LogitechHarmonyHub
79445.0,LogitechLogiCircle,227,171209,138,89,166581,4628,754.2246696035243,1500,52,LogitechLogiCircle
79445.0,MiCasaVerdeVeraLite,1,52,1,0,52,0,52.0,52,52,MiCasaVerdeVeraLite
79445.0,NestCamera,302,160420,172,130,153660,6760,531.1920529801324,1460,52,NestCamera
79445.0,PhilipsHUEHub,58,6460,57,1,6420,40,111.37931034482759,309,40,PhilipsHUEHub
79445.0,PiperNV,22,6813,11,11,1424,5389,309.6818181818182,1500,40,PiperNV
79445.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
79445.0,SamsungSmartTV,11,2078,11,0,2078,0,188.9090909090909,272,52,SamsungSmartTV
79445.0,SamsungSmartThingsHub,55,3090,55,0,3090,0,56.18181818181818,159,52,SamsungSmartThingsHub
79445.0,nVidiaShield,2,104,1,1,52,52,52.0,52,52,nVidiaShield
79450.0,AmazonFireTV,1,116,1,0,116,0,116.0,116,116,AmazonFireTV
79450.0,AugustDoorbellCam,25,10262,15,10,5886,4376,410.48,1500,52,AugustDoorbellCam
79450.0,BelkinWeMoCrockpot,2,264,2,0,264,0,132.0,132,132,BelkinWeMoCrockpot
79450.0,D-LinkDCS-5009LCamera,1,60,1,0,60,0,60.0,60,60,D-LinkDCS-5009LCamera
79450.0,Gateway,1,259,1,0,259,0,259.0,259,259,Gateway
79450.0,GoogleHomeMini,2,104,1,1,52,52,52.0,52,52,GoogleHomeMini
79450.0,LogitechLogiCircle,175,123594,103,72,119850,3744,706.2514285714286,1500,52,LogitechLogiCircle
79450.0,MiCasaVerdeVeraLite,3,204,2,1,128,76,68.0,76,52,MiCasaVerdeVeraLite
79450.0,NestCamera,267,140392,147,120,134116,6276,525.812734082397,1460,52,NestCamera
79450.0,NetgearArloCamera,2,104,1,1,52,52,52.0,52,52,NetgearArloCamera
79450.0,PhilipsHUEHub,96,11810,94,2,11724,86,123.02083333333333,332,40,PhilipsHUEHub
79450.0,RingDoorbell,19,1113,10,9,602,511,58.578947368421055,187,40,RingDoorbell
79450.0,SamsungSmartTV,10,1480,10,0,1480,0,148.0,272,52,SamsungSmartTV
79450.0,SamsungSmartThingsHub,87,4869,87,0,4869,0,55.96551724137931,159,52,SamsungSmartThingsHub
79455.0,AndroidTablet,7,1827,0,7,0,1827,261.0,334,105,AndroidTablet
79455.0,AugustDoorbellCam,10,748,6,4,291,457,74.8,333,40,AugustDoorbellCam
79455.0,ChamberlainmyQGarageOpener,2,80,1,1,40,40,40.0,40,40,ChamberlainmyQGarageOpener
79455.0,Gateway,5,1148,5,0,1148,0,229.6,301,161,Gateway
79455.0,GoogleHome,2,92,1,1,52,40,46.0,52,40,GoogleHome
79455.0,GoogleHomeMini,2,104,1,1,52,52,52.0,52,52,GoogleHomeMini
79455.0,HarmonKardonInvoke,6,3724,4,2,2682,1042,620.6666666666666,1289,52,HarmonKardonInvoke
79455.0,LIFXVirtualBulb,4,1044,4,0,1044,0,261.0,261,261,LIFXVirtualBulb
79455.0,LogitechLogiCircle,176,123527,104,72,119783,3744,701.8579545454545,1500,52,LogitechLogiCircle
79455.0,MiCasaVerdeVeraLite,1,52,1,0,52,0,52.0,52,52,MiCasaVerdeVeraLite
79455.0,NestCamera,253,116856,139,114,110928,5928,461.8814229249012,1460,52,NestCamera
79455.0,PhilipsHUEHub,80,13551,80,0,13551,0,169.3875,345,52,PhilipsHUEHub
79455.0,Roomba,2,80,1,1,40,40,40.0,40,40,Roomba
